,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,grade,sqft_above,sqft_basement,yr_built,lat,long,sqft_living15,sqft_lot15,Average,Fair,Good,Poor,Very Good,log_price
1963,430000.0,2,1.5,950,4625,1.0,0,7,950,0,1949,47.6912,-122.34,1440,4625,0,0,1,0,0,5.633468455579586
1964,307000.0,3,1.75,1890,13860,1.0,0,7,1890,0,1966,47.4156,-122.149,1500,14536,0,0,0,0,1,5.487138375477186
1965,194000.0,3,1.5,1010,5000,1.0,0,6,1010,0,1943,47.4925,-122.278,980,5000,1,0,0,0,0,5.2878017299302265
1966,180000.0,3,1.0,1010,8581,1.0,0,6,1010,0,1920,47.3043,-122.216,1060,10354,0,0,1,0,0,5.2552725051033065
1967,465000.0,4,2.25,2340,13383,1.0,0,8,1170,1170,1983,47.6211,-122.037,1810,12532,1,0,0,0,0,5.6674529528899535
1968,722500.0,4,2.5,2460,9296,2.0,0,9,2460,0,1978,47.6125,-122.152,2730,9900,1,0,0,0,0,5.858837851428586
1969,470450.0,2,1.0,1010,3400,1.0,0,7,1010,0,1921,47.6711,-122.329,1800,3600,1,0,0,0,0,5.672513472868508
1970,280000.0,3,2.5,1650,6000,2.0,0,7,1650,0,1990,47.36,-122.194,1750,6000,1,0,0,0,0,5.447158031342219
1971,176250.0,4,2.0,1440,6702,1.0,0,7,1440,0,1966,47.3056,-122.217,1030,6702,0,0,1,0,0,5.246129125663436
1972,560000.0,5,1.0,1710,9100,1.5,0,7,1320,390,1926,47.5379,-122.378,1880,9100,0,0,1,0,0,5.748188027006201
1973,830000.0,3,2.5,2760,11287,2.0,3,10,2000,760,1991,47.739,-122.264,2760,13719,1,0,0,0,0,5.919078092376074
1974,276900.0,2,1.0,1350,10096,1.0,2,7,1350,0,1952,47.4967,-121.778,1280,10095,0,0,1,0,0,5.442322955745574
1975,625000.0,3,1.75,1660,4800,2.0,0,7,1660,0,1906,47.6296,-122.308,1660,4800,1,0,0,0,0,5.795880017344075
1976,1015000.0,4,2.5,2960,4760,2.0,0,8,2160,800,1900,47.6367,-122.318,1600,4760,1,0,0,0,0,6.006466042249231
1977,463500.0,1,1.0,1090,8750,1.0,0,6,1090,0,1924,47.54,-122.269,1830,5000,0,0,1,0,0,5.666049738480516
1978,485000.0,3,2.5,3110,9015,2.0,0,9,3110,0,1990,47.4369,-122.147,2650,8960,1,0,0,0,0,5.685741738602264
1979,272000.0,3,2.0,1380,7476,1.0,0,7,1380,0,1989,47.3336,-122.272,1600,7227,1,0,0,0,0,5.434568904034199
1980,305000.0,2,1.0,1290,3140,2.0,0,7,1290,0,2008,47.6971,-122.026,1290,2628,1,0,0,0,0,5.484299839346786
1981,760000.0,3,2.5,1980,13964,1.0,0,7,1980,0,1959,47.571000000000005,-122.227,2040,13964,0,0,0,0,1,5.880813592280791
1982,387500.0,2,1.0,870,6126,1.0,0,7,870,0,1938,47.7024,-122.322,1620,6126,0,0,1,0,0,5.588271706842329
1983,352000.0,4,2.5,2470,5015,2.0,0,8,2470,0,2004,47.3457,-122.041,2470,5100,1,0,0,0,0,5.546542663478131
1984,507000.0,3,1.75,2140,40098,1.0,0,8,1490,650,1950,47.4296,-122.111,2220,35371,0,0,0,0,1,5.705007959333336
1985,156000.0,3,1.0,770,9750,1.0,0,6,770,0,1941,47.4509,-122.275,1560,10707,1,0,0,0,0,5.193124598354461
1986,580000.0,3,3.25,1490,857,3.0,0,8,1220,270,2001,47.6357,-122.324,1550,1092,1,0,0,0,0,5.763427993562937
1987,630000.0,4,2.5,2510,35020,1.0,0,8,1610,900,1977,47.5834,-122.003,2080,34398,0,0,1,0,0,5.799340549453582
1988,275000.0,5,1.5,1950,9000,1.0,0,7,1130,820,1964,47.4882,-122.339,1680,9526,1,0,0,0,0,5.439332693830263
1989,835000.0,5,4.0,3600,14720,1.0,2,8,1800,1800,1960,47.7022,-122.227,3600,15358,0,0,0,0,1,5.921686475483602
1990,340000.0,4,2.5,2380,7850,2.0,0,8,2380,0,1995,47.4356,-122.201,1940,7334,1,0,0,0,0,5.531478917042255
1991,329350.0,2,1.0,720,6687,1.0,0,6,720,0,1942,47.7001,-122.362,840,6687,1,0,0,0,0,5.517657667777533
1992,1480000.0,3,3.5,4070,26000,2.0,0,11,4070,0,1991,47.659,-122.174,3770,26000,1,0,0,0,0,6.1702617153949575
1993,475000.0,3,1.0,1250,150117,1.0,0,7,1250,0,1975,47.5956,-122.009,3060,50055,1,0,0,0,0,5.676693609624866
1994,719950.0,3,2.25,2190,2416,3.0,0,8,2190,0,2014,47.6758,-122.38,1510,3615,1,0,0,0,0,5.857302336045
1995,235000.0,1,1.0,810,2451,1.0,0,7,810,0,1941,47.5188,-122.376,980,1198,0,0,0,0,1,5.371067862271736
1996,875000.0,3,1.5,2440,5750,1.0,0,8,1320,1120,1939,47.6991,-122.296,2160,6820,1,0,0,0,0,5.942008053022313
1997,380000.0,4,1.75,1740,9150,1.0,0,7,1740,0,1974,47.4498,-122.28,1540,9147,1,0,0,0,0,5.57978359661681
1998,325000.0,3,2.25,1480,97138,1.5,0,7,1480,0,1984,47.3317,-121.927,1730,176418,1,0,0,0,0,5.511883360978874
1999,475000.0,4,2.5,2120,57050,2.0,0,9,2120,0,1989,47.7611,-122.128,3320,39082,1,0,0,0,0,5.676693609624866
2000,152900.0,1,1.0,900,4368,1.0,0,6,900,0,1915,47.2107,-121.99,1290,5000,0,0,0,0,1,5.18440748541232
2001,210000.0,2,2.0,1190,7570,1.0,0,6,1190,0,1939,47.5113,-122.338,1190,7635,1,0,0,0,0,5.3222192947339195
2002,350000.0,4,1.0,1010,6000,1.0,0,6,750,260,1925,47.5518,-122.383,1450,6000,1,0,0,0,0,5.544068044350276
2003,505000.0,3,2.5,2100,17882,2.0,0,8,2100,0,1985,47.4754,-122.119,2080,16686,0,0,1,0,0,5.703291378118661
2004,464900.0,4,2.25,2020,8424,1.0,0,7,1380,640,1979,47.7262,-122.233,2030,7236,0,0,1,0,0,5.6673595461830875
2005,650000.0,3,2.0,2520,5980,1.0,0,8,1790,730,1957,47.5767,-122.383,1590,5750,1,0,0,0,0,5.812913356642856
2006,369950.0,2,2.75,1370,1140,2.0,0,8,1080,290,2009,47.7053,-122.342,1370,1090,1,0,0,0,0,5.568143031657702
2007,250000.0,3,2.5,1530,2890,2.0,0,7,1530,0,2001,47.5434,-122.293,1540,2890,1,0,0,0,0,5.3979400086720375
2008,320000.0,3,2.5,1530,2890,2.0,0,7,1530,0,2001,47.5434,-122.293,1540,2890,1,0,0,0,0,5.505149978319906
2009,340000.0,4,2.25,2530,24700,2.0,0,7,2530,0,1974,47.3939,-122.177,2650,24700,1,0,0,0,0,5.531478917042255
2010,440000.0,2,1.5,1010,1968,1.5,0,5,1010,0,1906,47.6757,-122.385,1760,4200,0,0,0,0,1,5.643452676486188
2011,219950.0,3,1.0,1200,7727,1.0,0,7,1200,0,1959,47.2021,-121.999,1300,7718,0,0,1,0,0,5.342323966312882
2012,940000.0,4,3.0,2720,11740,1.0,0,9,2720,0,1957,47.5833,-122.242,2640,11740,0,0,0,0,1,5.973127853599698
2013,399950.0,4,1.5,1850,6125,1.5,0,6,1110,740,1945,47.5352,-122.37,990,6125,1,0,0,0,0,5.602005701124516
2014,1568000.0,3,2.75,2340,8828,1.0,0,9,2340,0,1954,47.632,-122.289,3480,8526,0,0,1,0,0,6.195346058348419
2015,528000.0,4,1.75,1860,9750,1.0,0,7,1460,400,1969,47.7097,-122.202,1900,8913,1,0,0,0,0,5.722633922533812
2016,545000.0,4,1.75,1940,8990,1.0,0,8,1560,380,1956,47.7021,-122.241,2310,11745,0,0,1,0,0,5.7363965022766426
2017,575000.0,2,2.0,1680,6194,1.0,0,8,1680,0,2004,47.7136,-122.03,1900,5850,1,0,0,0,0,5.7596678446896306
2018,235000.0,4,2.75,1770,10184,1.0,0,8,1250,520,1979,47.3074,-122.385,2070,8320,1,0,0,0,0,5.371067862271736
2019,272000.0,3,2.5,1790,6371,2.0,0,8,1790,0,1998,47.3291,-122.168,1850,6371,1,0,0,0,0,5.434568904034199
2020,380000.0,4,1.75,1720,9600,1.0,0,8,1720,0,1969,47.4764,-122.155,1660,10720,0,0,1,0,0,5.57978359661681
2021,195000.0,3,1.0,1280,6967,1.5,0,7,1280,0,1949,47.7512,-122.329,1280,7245,1,0,0,0,0,5.290034611362518
2022,297000.0,3,2.5,1690,4988,2.0,0,7,1690,0,2002,47.3561,-122.015,1830,4733,1,0,0,0,0,5.472756449317212
2023,349000.0,4,2.5,2190,7294,2.0,0,8,2190,0,2003,47.2923,-122.357,2240,7379,1,0,0,0,0,5.54282542695918
2024,320000.0,2,1.0,710,5200,1.0,2,6,710,0,1942,47.5376,-122.371,1610,5200,0,0,1,0,0,5.505149978319906
2025,319990.0,4,1.5,1890,10707,1.0,0,7,1890,0,1962,47.428,-122.326,1610,8827,1,0,0,0,0,5.505136406405284
2026,439900.0,2,2.0,1410,12282,1.5,0,8,1410,0,1909,47.5242,-121.926,1410,8931,0,0,0,0,1,5.643353961976863
2027,429000.0,3,3.25,2210,3600,2.0,0,8,1820,390,1995,47.7031,-122.279,2010,6690,1,0,0,0,0,5.632457292184724
2028,272500.0,3,2.0,1540,6250,1.0,0,7,1540,0,1998,47.3539,-122.025,2070,6250,1,0,0,0,0,5.435366506612661
2029,400000.0,4,2.0,1350,7255,1.0,0,7,1350,0,1959,47.7287,-122.31,1050,7288,0,0,1,0,0,5.6020599913279625
2030,462000.0,5,2.0,1380,4300,1.5,0,7,1380,0,1916,47.6647,-122.337,1830,3800,1,0,0,0,0,5.664641975556125
2031,510000.0,2,1.0,890,6095,1.0,0,7,890,0,1947,47.6823,-122.298,1450,5985,1,0,0,0,0,5.707570176097937
2032,550000.0,3,2.5,1900,3255,2.0,0,8,1900,0,1988,47.6075,-122.147,1880,3350,1,0,0,0,0,5.740362689494244
2033,150000.0,3,1.0,1240,5200,1.0,0,6,1240,0,1969,47.3701,-122.079,870,5200,1,0,0,0,0,5.176091259055681
2034,460000.0,3,2.5,1730,8490,1.0,0,7,1210,520,1969,47.7187,-122.219,1870,7400,1,0,0,0,0,5.662757831681574
2035,632500.0,4,2.5,2090,10306,2.0,0,10,2090,0,1986,47.6304,-122.051,2660,11481,1,0,0,0,0,5.801060529847856
2036,361000.0,3,1.75,1650,11220,1.0,0,7,1650,0,1969,47.7567,-122.071,1340,10129,0,0,1,0,0,5.557507201905658
2037,437000.0,3,2.25,1130,1221,2.0,0,8,1030,100,2004,47.6799,-122.375,1300,5000,1,0,0,0,0,5.640481436970422
2038,370000.0,6,2.75,3240,5750,1.0,0,6,2160,1080,1950,47.3054,-122.221,1230,5750,0,0,1,0,0,5.568201724066995
2039,884250.0,4,2.5,3840,12151,2.0,0,10,3840,0,1998,47.5953,-121.986,3560,11044,1,0,0,0,0,5.946575068486789
2040,225000.0,3,1.0,1200,9936,1.0,0,6,1200,0,1969,47.3609,-122.029,1200,10189,0,0,1,0,0,5.352182518111363
2041,235000.0,2,1.0,870,5000,1.0,0,6,870,0,1949,47.5186,-122.375,820,5000,1,0,0,0,0,5.371067862271736
2042,767500.0,6,3.5,2410,6000,2.0,4,9,2220,190,1916,47.54,-122.382,1980,6000,1,0,0,0,0,5.8850783841492245
2043,1200000.0,3,1.75,1560,8078,1.5,4,6,1560,0,1928,47.5779,-122.246,2890,16710,0,0,1,0,0,6.079181246047625
2044,715000.0,3,2.5,2410,46609,2.0,0,9,2410,0,1989,47.6789,-122.048,3370,40072,1,0,0,0,0,5.854306041801081
2045,417000.0,4,2.25,2300,7700,1.0,0,7,1380,920,1959,47.7137,-122.322,2010,8820,1,0,0,0,0,5.620136054973758
2046,199000.0,3,1.0,1390,12145,1.0,0,7,1390,0,1964,47.4225,-122.15,1030,10800,0,0,1,0,0,5.298853076409706
2047,875000.0,5,2.5,2920,5568,2.0,0,8,2320,600,1906,47.6265,-122.312,2970,5568,1,0,0,0,0,5.942008053022313
2048,545000.0,4,1.5,1370,3708,1.5,0,7,1370,0,1926,47.6849,-122.363,2030,3708,1,0,0,0,0,5.7363965022766426
2049,192500.0,2,1.0,950,7692,1.0,0,6,950,0,1926,47.4909,-122.298,1820,8221,1,0,0,0,0,5.28443073384452
2050,822500.0,3,2.5,3090,7708,2.0,0,10,3090,0,1999,47.6868,-122.108,3140,8592,1,0,0,0,0,5.9151359066220115
2051,800000.0,4,2.5,2390,10000,1.0,0,9,1590,800,1975,47.5801,-122.229,1900,9752,1,0,0,0,0,5.903089986991944
2052,1250000.0,3,2.5,2070,4944,2.0,0,9,2070,0,1930,47.6256,-122.284,3300,6179,1,0,0,0,0,6.096910013008056
2053,295000.0,3,2.5,1460,7936,2.0,0,7,1460,0,1995,47.3673,-122.017,1830,7936,1,0,0,0,0,5.469822015978163
2054,419000.0,2,1.75,1510,4980,1.0,0,8,1510,0,2006,47.7191,-122.023,1350,4157,1,0,0,0,0,5.622214022966295
2055,1195000.0,5,3.25,5180,19606,1.0,0,11,2610,2570,1993,47.555,-122.114,4050,15296,1,0,0,0,0,6.077367905284157
2056,750000.0,4,2.75,3430,13907,2.0,0,11,3430,0,1995,47.5879,-121.993,3250,13851,1,0,0,0,0,5.8750612633917
2057,502000.0,4,1.5,1700,8400,1.0,0,7,1700,0,1953,47.7677,-122.359,1750,8475,1,0,0,0,0,5.70070371714502
2058,1025000.0,3,1.75,2640,8000,1.0,3,9,1320,1320,1960,47.5826,-122.246,2740,6000,0,0,1,0,0,6.010723865391773
2059,398500.0,3,1.0,1200,15960,1.5,0,6,1200,0,1945,47.7163,-122.299,1120,7800,1,0,0,0,0,5.600428325732131
2060,700000.0,2,1.5,1850,4945,1.5,2,7,1850,0,1907,47.5742,-122.379,1850,4950,0,0,1,0,0,5.845098040014257
2061,248000.0,5,1.5,1510,9078,1.0,0,7,1510,0,1959,47.4852,-122.305,1480,9078,0,0,1,0,0,5.394451680826216
2062,800000.0,4,2.0,2130,2800,1.0,0,7,1070,1060,1922,47.6545,-122.333,1990,3990,0,0,0,0,1,5.903089986991944
2063,383000.0,4,2.5,2640,8055,2.0,0,9,2640,0,2004,47.315,-122.193,1650,8055,1,0,0,0,0,5.583198773968623
2064,688000.0,4,3.0,3000,4000,1.5,3,8,1970,1030,1913,47.5744,-122.307,1900,4000,1,0,0,0,0,5.837588438235511
2065,521000.0,3,2.0,1870,5455,1.0,0,7,1060,810,1926,47.7029,-122.297,1870,7435,0,0,0,0,1,5.716837723299524
2066,365000.0,2,1.0,990,9223,1.0,0,7,990,0,1949,47.72,-122.32,1230,7244,1,0,0,0,0,5.562292864456475
2067,491000.0,3,2.0,2005,7000,1.0,0,7,1605,400,1980,47.6039,-122.298,1750,4500,1,0,0,0,0,5.691081492122969
2068,643000.0,3,2.75,2030,7700,1.0,0,8,1400,630,1965,47.626000000000005,-122.112,1780,8160,0,0,0,0,1,5.808210972924222
2069,279000.0,3,2.5,1500,7350,1.0,0,7,1060,440,1979,47.3025,-122.382,1390,7770,0,1,0,0,0,5.445604203273597
2070,583500.0,4,1.0,1530,3900,1.5,0,7,1530,0,1908,47.6748,-122.379,1300,3900,0,0,1,0,0,5.766040860381389
2071,310000.0,3,2.5,1990,3600,2.0,0,7,1990,0,2004,47.3841,-122.041,1790,3600,1,0,0,0,0,5.491361693834273
2072,310000.0,3,1.75,1420,7650,1.0,0,7,1100,320,1984,47.4892,-122.182,1810,7650,0,0,1,0,0,5.491361693834273
2073,280000.0,3,1.0,1400,13975,1.0,0,6,1400,0,1956,47.4195,-122.33,1260,7500,0,0,1,0,0,5.447158031342219
2074,272000.0,4,2.5,1870,5692,2.0,0,7,1870,0,2004,47.4334,-122.148,2390,5293,1,0,0,0,0,5.434568904034199
2075,870000.0,4,3.0,3040,36246,1.5,0,9,2680,360,1923,47.6093,-122.07,3520,13178,1,0,0,0,0,5.939519252618618
2076,307000.0,3,2.0,1790,7259,1.0,0,7,1390,400,1980,47.4643,-122.171,1790,7700,1,0,0,0,0,5.487138375477186
2077,490000.0,2,1.5,1590,4500,1.0,0,7,920,670,1946,47.5831,-122.392,1900,4450,0,0,1,0,0,5.690196080028514
2078,399950.0,3,2.0,2050,9396,1.0,0,7,1170,880,1960,47.7447,-122.328,1680,9391,0,0,0,0,1,5.602005701124516
2079,1635000.0,5,3.5,4220,26784,1.0,0,10,2110,2110,1958,47.6003,-122.206,3450,33945,1,0,0,0,0,6.213517756996305
2080,989000.0,5,4.5,4030,13474,2.0,0,11,4030,0,2000,47.5812,-121.995,3860,12438,1,0,0,0,0,5.995196291597179
2081,264950.0,4,1.75,1770,9011,1.0,0,7,1050,720,1983,47.3646,-122.076,1410,8530,0,0,0,0,1,5.423163923850348
2082,491500.0,4,2.75,2100,7236,1.0,0,8,1400,700,1979,47.7267,-122.232,1900,7519,1,0,0,0,0,5.691523522168154
2083,345000.0,3,2.25,2120,15003,2.0,0,7,2120,0,1984,47.4745,-122.12,2070,15203,1,0,0,0,0,5.537819095073274
2084,339900.0,4,1.75,2600,18042,1.0,0,8,2020,580,1969,47.2969,-122.189,2200,9408,0,0,1,0,0,5.53135116458306
2085,852000.0,3,3.0,2400,4000,2.0,0,7,1860,540,1905,47.6288,-122.321,1750,3940,1,0,0,0,0,5.9304395947667
2086,585000.0,5,3.5,3180,40946,1.0,3,7,1690,1490,1968,47.5833,-122.073,2430,29620,1,0,0,0,0,5.76715586608218
2087,723000.0,4,2.0,2790,8793,1.0,0,8,1640,1150,1977,47.5509,-122.16,2400,9286,0,0,1,0,0,5.859138297294531
2088,594000.0,3,2.25,2080,70567,2.0,0,8,2080,0,1990,47.7221,-122.124,3730,43560,1,0,0,0,0,5.7737864449811935
2089,405000.0,2,1.5,1370,4102,2.0,0,7,1370,0,1987,47.6943,-122.184,1380,3211,0,0,1,0,0,5.607455023214668
2090,725500.0,4,2.5,2790,74495,2.0,0,9,2790,0,1997,47.6628,-122.056,2790,24643,1,0,0,0,0,5.860637416773755
2091,800000.0,2,1.0,1740,5719,1.0,0,8,1740,0,1955,47.6729,-122.335,1980,5000,1,0,0,0,0,5.903089986991944
2092,1325000.0,3,3.75,6400,76665,1.0,2,10,3810,2590,1966,47.7313,-122.37,3430,60548,0,0,1,0,0,6.122215878272827
2093,180500.0,3,2.5,1800,8518,2.0,0,7,1800,0,1996,47.3643,-122.185,1770,7570,1,0,0,0,0,5.2564772062416765
2094,325000.0,3,2.5,1800,8518,2.0,0,7,1800,0,1996,47.3643,-122.185,1770,7570,1,0,0,0,0,5.511883360978874
2095,235000.0,3,1.75,1190,7280,1.0,0,7,1190,0,1968,47.3151,-122.19,1250,7800,0,0,1,0,0,5.371067862271736
2096,330000.0,2,1.0,860,8308,1.0,0,7,860,0,1948,47.5075,-122.377,1310,8308,0,0,1,0,0,5.518513939877887
2097,678500.0,3,2.0,2460,6600,1.0,2,8,1370,1090,1952,47.5215,-122.383,2150,6600,0,0,1,0,0,5.831549851995756
2098,463000.0,4,2.5,1980,6660,2.0,0,7,1980,0,1974,47.7158,-122.167,1980,7150,0,0,1,0,0,5.665580991017953
2099,250000.0,2,1.0,670,4640,1.0,0,6,670,0,1943,47.53,-122.351,870,4501,1,0,0,0,0,5.3979400086720375
2100,655000.0,3,2.0,1410,4800,1.5,0,8,1410,0,1927,47.5597,-122.267,1820,7200,0,0,1,0,0,5.816241299991783
2101,239900.0,4,2.25,1860,7000,1.0,0,8,1120,740,1979,47.3127,-122.339,1990,8937,1,0,0,0,0,5.380030247967831
2102,185000.0,3,1.0,980,9135,1.0,0,7,980,0,1955,47.3496,-122.289,1780,9135,1,0,0,0,0,5.267171728403014
2103,1735000.0,4,2.25,3040,5000,2.0,3,9,2080,960,1926,47.6565,-122.278,2870,5000,0,0,1,0,0,6.239299479126893
2104,251700.0,3,2.25,1810,11800,1.0,0,7,1240,570,1977,47.4997,-122.231,1810,5641,1,0,0,0,0,5.400883215548363
2105,400000.0,4,2.0,1560,8250,1.0,0,8,1320,240,1964,47.7565,-122.358,1870,8258,1,0,0,0,0,5.6020599913279625
2106,735000.0,4,1.75,2100,7960,1.0,0,8,1340,760,1955,47.6079,-122.195,2060,7960,1,0,0,0,0,5.866287339084195
2107,1700000.0,5,2.0,2500,15250,2.0,4,8,2500,0,1942,47.5883,-122.111,1880,18782,0,0,0,0,1,6.230448921378274
2108,765000.0,4,4.0,3010,7221,2.0,0,10,3010,0,2004,47.5833,-121.97,3490,7518,1,0,0,0,0,5.883661435153617
2109,292500.0,4,1.75,2140,8162,1.0,0,7,1420,720,1968,47.3096,-122.377,2040,7632,1,0,0,0,0,5.4661258704182
2110,270000.0,3,2.25,2390,7000,1.0,0,7,1990,400,1970,47.4568,-122.169,1610,7000,0,0,1,0,0,5.431363764158987
2111,415000.0,2,1.0,1510,6807,1.0,0,7,1090,420,1939,47.711000000000006,-122.353,1460,6807,1,0,0,0,0,5.6180480967120925
2112,950000.0,4,1.75,2210,19025,1.0,0,7,1460,750,1952,47.5927,-122.203,2640,14999,0,0,1,0,0,5.977723605288848
2113,353000.0,3,2.75,2170,8396,2.0,0,7,2170,0,1995,47.3812,-122.023,2170,8378,1,0,0,0,0,5.547774705387822
2114,670950.0,3,2.5,1790,2375,3.0,0,8,1790,0,2007,47.6726,-122.38,1450,2400,1,0,0,0,0,5.826690157228338
2115,280950.0,3,1.75,1390,8700,1.0,3,7,840,550,1912,47.4725,-122.202,1390,10875,0,0,1,0,0,5.448629036430918
2116,585000.0,3,1.75,1850,7735,1.0,0,8,1850,0,1983,47.5608,-122.082,2220,7639,0,0,1,0,0,5.76715586608218
2117,525000.0,2,1.5,1480,43645,1.0,0,8,1480,0,1974,47.5484,-122.045,1600,34326,1,0,0,0,0,5.720159303405957
2118,605000.0,3,1.75,1850,8823,1.0,0,8,1370,480,1973,47.6379,-122.112,1880,7580,0,0,1,0,0,5.781755374652469
2119,1010000.0,4,3.5,3350,3752,2.0,0,9,2550,800,2007,47.6782,-122.365,1050,4960,1,0,0,0,0,6.004321373782642
2120,245990.0,3,1.0,1040,8410,1.0,0,7,1040,0,1942,47.453,-122.289,1350,8410,1,0,0,0,0,5.390917452497312
2121,535000.0,4,2.25,2810,12607,2.0,0,10,2810,0,1985,47.4585,-122.13,2810,17400,1,0,0,0,0,5.7283537820212285
2122,410000.0,1,1.5,1010,5750,1.0,0,7,1010,0,1911,47.5411,-122.392,1230,5750,1,0,0,0,0,5.6127838567197355
2123,550000.0,3,2.5,2250,7752,2.0,0,8,2250,0,1988,47.7489,-122.185,2080,7033,0,0,1,0,0,5.740362689494244
2124,665000.0,3,1.75,1800,8000,1.0,0,8,1800,0,1972,47.6357,-122.119,1950,8500,1,0,0,0,0,5.8228216453031045
2125,455000.0,3,1.0,2400,17239,1.0,0,7,1890,510,1940,47.75,-122.245,2390,7350,0,0,1,0,0,5.658011396657113
2126,440000.0,4,1.0,1780,4000,1.5,0,7,1780,0,1922,47.6624,-122.354,1750,4000,1,0,0,0,0,5.643452676486188
2127,332000.0,3,2.25,2120,14915,1.0,0,9,1720,400,1979,47.3524,-122.285,2320,13100,1,0,0,0,0,5.521138083704036
2128,280000.0,3,2.5,1860,6607,2.0,0,7,1860,0,1989,47.2891,-122.351,1760,6766,1,0,0,0,0,5.447158031342219
2129,570000.0,3,3.5,1460,1021,2.0,0,8,1150,310,2006,47.6169,-122.309,1460,1245,1,0,0,0,0,5.7558748556724915
2130,250000.0,3,1.0,1230,10350,1.0,0,7,1230,0,1957,47.428,-122.199,1510,10427,0,0,1,0,0,5.3979400086720375
2131,238000.0,2,1.0,1088,8453,1.0,0,6,1088,0,1952,47.2685,-122.231,1088,8016,1,0,0,0,0,5.376576957056512
2132,265000.0,3,1.0,800,5760,1.0,0,6,700,100,1949,47.7505,-122.317,1060,6628,1,0,0,0,0,5.423245873936808
2133,306000.0,3,1.0,1190,10350,1.0,0,7,1190,0,1959,47.7428,-122.244,1850,10500,0,0,1,0,0,5.48572142648158
2134,345000.0,5,2.75,1940,4182,1.0,0,7,1240,700,2002,47.4911,-122.17,1950,4182,1,0,0,0,0,5.537819095073274
2135,765000.0,4,2.5,3300,10764,1.0,0,9,1720,1580,1971,47.7119,-122.365,2290,10975,0,0,1,0,0,5.883661435153617
2136,346300.0,4,2.5,2590,11018,2.0,0,8,2590,0,1998,47.2634,-122.211,2400,8042,1,0,0,0,0,5.5394524915494605
2137,342500.0,3,2.0,2080,11375,1.0,0,8,2080,0,2002,47.214,-121.993,1080,12899,1,0,0,0,0,5.534660575828444
2138,501000.0,4,2.25,2680,5439,2.0,0,7,2680,0,2000,47.7534,-122.218,2460,4473,1,0,0,0,0,5.699837725867246
2139,270000.0,3,2.5,1670,8364,1.0,0,7,1300,370,1990,47.369,-122.084,1490,8143,0,0,1,0,0,5.431363764158987
2140,638000.0,3,1.0,1830,4400,1.5,0,8,1720,110,1930,47.6052,-122.3,1650,4400,0,0,1,0,0,5.804820678721162
2141,460000.0,3,1.75,1400,2003,1.0,0,8,700,700,1908,47.6508,-122.368,1370,1281,0,0,1,0,0,5.662757831681574
2142,760000.0,4,1.75,2770,8521,1.0,0,7,1470,1300,1953,47.6255,-122.199,1910,9380,0,0,1,0,0,5.880813592280791
2143,1085000.0,3,2.5,3630,11019,1.0,0,9,2150,1480,1972,47.56100000000001,-122.226,3150,13555,0,0,1,0,0,6.035429738184549
2144,234000.0,3,1.0,1040,8128,1.0,0,6,1040,0,1983,47.7425,-121.981,1520,7500,1,0,0,0,0,5.3692158574101425
2145,1650000.0,3,2.75,2690,8890,2.0,4,10,2690,0,1975,47.5487,-122.197,2940,8890,0,0,1,0,0,6.217483944213907
2146,488000.0,5,2.0,2020,5000,1.5,0,7,2020,0,1938,47.6949,-122.37,1510,6600,0,0,1,0,0,5.688419822002711
2147,1550000.0,5,2.5,2450,20805,2.0,0,9,2450,0,1963,47.6275,-122.227,3020,20324,0,0,1,0,0,6.190331698170292
2148,499000.0,4,3.0,2030,12675,2.0,0,7,2030,0,1982,47.7689,-122.379,1990,7705,1,0,0,0,0,5.69810054562339
2149,150000.0,3,1.0,1450,6776,1.0,0,7,1450,0,1952,47.5056,-122.244,1680,7200,1,0,0,0,0,5.176091259055681
2150,333000.0,4,2.5,2400,7270,2.0,0,8,2400,0,1993,47.2697,-122.312,2150,6584,1,0,0,0,0,5.52244423350632
2151,700000.0,4,2.75,2870,8625,1.0,1,8,1860,1010,1959,47.7425,-122.289,2430,8479,0,0,1,0,0,5.845098040014257
2152,275000.0,4,1.0,1340,22500,1.5,0,7,1340,0,1926,47.489,-122.316,1620,10800,1,0,0,0,0,5.439332693830263
2153,330000.0,3,2.5,1680,11312,1.0,0,7,1080,600,1959,47.5051,-122.344,1390,10700,1,0,0,0,0,5.518513939877887
2154,360000.0,4,2.0,1850,8827,1.0,0,7,1850,0,1969,47.7406,-122.313,1310,6901,1,0,0,0,0,5.556302500767287
2155,467000.0,3,1.0,1220,8040,1.5,0,7,1220,0,1965,47.7133,-122.308,1360,8040,1,0,0,0,0,5.669316880566112
2156,568000.0,3,2.5,2320,57063,1.0,0,9,1790,530,1979,47.6163,-122.056,3290,7314,0,0,1,0,0,5.754348335711019
2157,605000.0,5,2.25,3220,9603,2.0,0,8,3220,0,1972,47.6474,-122.11,2260,10093,1,0,0,0,0,5.781755374652469
2158,750000.0,4,2.75,3190,9023,2.0,0,9,3190,0,2005,47.5898,-121.989,3159,5615,1,0,0,0,0,5.8750612633917
2159,760000.0,3,2.75,3530,69834,2.0,0,10,3530,0,1994,47.6377,-121.995,3560,74256,1,0,0,0,0,5.880813592280791
2160,265000.0,3,1.75,2050,10519,1.0,0,7,1240,810,1979,47.4257,-122.146,1770,9605,1,0,0,0,0,5.423245873936808
